date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,benchmark_value
2026-01-27,121658.06753055117,124201.41578859228,121682.388397993,122389.65345359278,117724.94937799496,124068.06746578425,124068.96351983702
2026-01-28,121846.35630751676,124473.00825024999,122139.50123759283,122791.41664693052,117982.37968663589,124339.36833334844,124056.47486252121
2026-01-29,121423.74414372101,125336.75851422288,122684.05228298387,123301.86745148797,118801.08980725576,125202.19123551717,123810.29479110827
2026-01-30,121420.47107200464,125358.03676733907,122698.30873525636,123167.29205162822,118792.74624712182,125193.39811743071,123441.02468398892
2026-02-02,122326.03246527533,126411.09607286418,124564.06939225412,124551.69215921956,120050.40228154656,126441.29357277745,124054.68921317527
2026-02-03,122745.71084008606,126013.10117341593,124471.11440624947,124163.28974736083,119125.67049962284,125525.35531774236,123005.76176781015
2026-02-04,123359.35935014758,122833.52310519807,120547.3736580902,120389.75113223877,115907.64553843866,122018.090737702,122409.93195587168
2026-02-05,122596.36258976994,121036.36730893762,118886.48047468631,118360.25091583582,114413.07077149494,120156.4463672506,120881.1221368908
2026-02-06,124925.79101017896,124209.25402912157,121858.41279539766,121857.89524062324,117485.4850491627,124369.15076783368,123200.20156061386
2026-02-09,125417.03621174626,125674.61137408651,122951.43666919087,122682.47942200412,118764.66849006315,125894.7430302824,123794.24572320636
2026-02-10,124477.37645698906,125059.40336502562,122060.53372397117,120865.46998902348,118024.00238819806,125462.96532402777,123467.78764796651
2026-02-11,124933.90105525049,124355.51763454196,120238.46149109505,120389.43993811471,116619.24461335289,124259.96941501234,123439.24992274876
2026-02-12,123204.96264986586,119939.78750938145,116308.2936169971,117614.06544061488,113077.82952862162,119948.44482031597,121532.25263802457
2026-02-13,123334.63956331852,119740.10258243413,116836.904123945,117464.40758460789,113228.17499090405,120270.10189353627,121617.87670178356
2026-02-17,122746.59692837842,119663.0082155076,117666.12880375437,117939.23908465363,113422.52439536076,120825.00802231801,121814.1021439332
2026-02-18,123380.59012229533,121013.30773071792,118415.39266574758,118738.23661175868,113999.37719952386,121656.61604943812,122427.76667311952
2026-02-19,122431.2150717853,120962.96762311093,118261.7077080823,118887.98144733298,113626.75548179424,121015.02269689621,122104.87989657155
2026-02-20,122031.17550521527,121541.3518113847,119484.02486567691,119933.18840676964,114405.31708153013,121351.12630038105,122987.9161624565
2026-02-23,121985.6063120436,120558.05878102165,117087.0439780146,118409.4338800711,113061.29360422146,119614.26100780397,121732.04937886608
2026-02-24,123179.91286194799,121947.151147622,119051.37292261969,120922.73656449579,114672.68009040019,121506.44583629629,122616.86040599117
2026-02-25,123436.76975151408,122964.35373240184,119892.57297803175,121831.56286651496,115468.99281310104,122565.23725461966,123651.53532090607
2026-02-26,122634.46587939684,121208.45146911075,118984.02961743188,119790.91490568985,113811.31813869068,121186.79041251639,122964.72449717077
2026-02-27,122753.11965761411,120718.2741936901,117302.44131520457,118720.19888129164,112847.72055518189,118866.68058828563,122374.25163327013
2026-03-02,123190.0406003125,120931.19263821235,117509.3350395418,118929.59319419094,113046.75720716333,119076.33326022305,122443.8266291272
2026-03-03,121069.80080130605,118473.34866590022,115121.03798799944,116512.43036477626,110749.15900499973,116656.18803909514,121364.56492109265
2026-03-04,121087.46588732844,119532.46072235763,116150.18150979537,117554.01246839756,111739.21939297351,117699.0552881757,122220.83822299998
2026-03-05,119002.83742614699,118214.41260355964,114869.42875600891,116257.78009725099,110507.10497796994,116401.22357393354,121539.38434730253
2026-03-06,119189.96414226959,116709.15026675495,113406.75918003637,114777.43219476819,109099.98228109117,114919.04915928397,119946.3564805024
2026-03-09,119553.82896680398,117709.0763631518,114378.39146210442,115760.80795807937,110034.715497381,115903.63825075483,120997.0804633192
2026-03-10,119105.24701656243,118311.02654421383,114963.30891772853,116352.79492682655,110597.41991205512,116496.35563658786,120802.62978240974
2026-03-11,119016.45041007859,119195.13347632378,115822.39924363722,117222.26851326975,111423.88510700616,117366.9020141511,120651.00202148553
2026-03-12,117854.30490741118,117555.49419565247,114229.15504110287,115609.7678144729,109891.14653372587,115752.41174780705,118818.92579255046
2026-03-13,118033.7023615656,117677.30500071782,114347.51909913943,115729.5624611396,110005.01555465438,115872.3542018772,118146.38927547693
2026-03-16,118841.48996613655,118355.27012694515,115006.30058822398,116396.30620940715,110638.77891502107,116539.92060512086,119348.75190732372
2026-03-17,118293.85049816918,116876.95829116444,113542.21741230415,114914.52762172291,109256.8496085274,115056.31374003348,119662.710437142
