date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,lstm_walkforward_value,transformer_walkforward_value,benchmark_value
2025-10-23,118152.1191082463,119655.46171845896,108788.7749274369,118971.45071586224,117598.26111086624,117911.07887742431,114753.2356722852,126594.18861277125,119486.93860022776
2025-10-24,120055.95850110335,120711.56964028506,110002.59057905733,120480.00139945975,118227.77317164619,119470.23895329078,115578.82899003824,127954.40735031018,120463.45125134916
2025-10-27,122543.03634797083,122147.37632766536,111436.17914184529,122364.21732081259,120330.13126893775,121938.69221005029,117020.71418442151,130097.1707474316,121884.63903777096
2025-10-28,123852.01596041193,122727.92280669096,111033.0224248199,122962.89127253965,121269.81094943479,123397.77485840952,118836.47339882454,131607.58121897522,122208.36480107602
2025-10-29,124082.10236200088,122483.87815187647,111010.81353297946,122927.91488954566,121454.63230406048,123799.82671627523,118577.87856582267,132874.77520557452,122267.06466283572
2025-10-30,122964.49661779816,122675.67302639053,111663.20051502017,123714.59466555786,121069.40066744245,123689.11902183737,116766.71999793593,131111.04604002062,120922.35764602998
2025-10-31,123001.06960643159,122547.76574887529,111635.63898491749,123568.39096398586,120371.49658226546,123494.6859545669,116515.69030917257,130799.81893438814,121319.01453047522
2025-11-03,123983.2809427778,122465.29490428501,112271.6763336284,123730.92857179775,121059.03251701366,124369.15640339999,117098.30164531627,130642.93897874728,121546.69290357767
2025-11-04,120509.34502396338,120177.76902402128,111440.09706989555,120643.12210252696,117674.93707980061,122624.28458610422,115855.5054637699,127258.8100783043,120105.92760807708
2025-11-05,121800.88823234577,120673.4831607967,111890.69828259455,121676.19515563468,119229.62949162039,122544.75782007929,116235.18717264535,129373.84908929632,120522.15111310886
2025-11-06,119002.02251181891,119405.32679841745,111367.4767547703,119315.25432455546,116163.60681839491,120822.49678110995,114809.49401734944,126930.02375354512,119229.02288412649
2025-11-07,118572.14433151182,119743.08703219352,111464.18457313125,119190.69217438539,116232.00814850585,120969.38025265605,114969.38472788382,126144.24599713116,119346.41171915365
2025-11-10,121593.09479210852,121700.25109257174,113052.87516093263,121329.42262015252,118637.3182083152,123321.25407629604,116242.54987233042,128443.58124884967,121208.7358808922
2025-11-11,120637.15487602387,121535.85937469889,113716.6103245945,120761.13021214076,117698.18926339672,122992.123838889,117192.55285700662,128506.33100455331,121486.20732908782
2025-11-12,121972.74083055531,122231.83181717485,114486.67697683148,122512.0299687184,119190.84794914814,124048.41228821204,118280.24525377412,130464.26320041419,121553.80308902182
2025-11-13,119274.48116487567,120795.56092325227,113187.63834268838,119959.13120465209,115925.57931093728,122105.11450986916,117432.99272814103,128440.16721133131,119536.73167532095
2025-11-14,119211.87086711996,121273.64411765804,112696.13592575923,120118.65385797244,115976.80993834142,122482.425224599,117450.53473443612,128294.95953081067,119517.17594322664
2025-11-17,118294.8314525189,120139.7191469955,112352.50410659132,118228.71207401442,113884.33054289449,121188.90483533578,116143.77780685277,127363.47510615876,118403.6969479993
2025-11-18,116306.12252820138,119624.32434619525,111819.6051080945,117016.7144627976,112114.67084115185,119775.50921071284,115156.1300814904,126206.07842607456,117409.40338902155
2025-11-19,117852.41366714699,121393.11444852437,112933.14411253868,118785.03117888943,113070.1609630558,120973.69865774913,115611.34814818647,127729.9763929731,117862.97442249626
2025-11-20,114225.56650432746,119008.11306533612,111200.18799129906,115564.08149616102,109503.75565908616,118476.6500590396,113453.65233951263,124105.11489170395,116066.47119645379
